회계년도,회사명,거래소코드,정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),부채비율(IFRS연결),매출액정상영업이익률(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS)
2014/12,(주)풀무원,17810,14.71,0.0,14804.0,214.79,3.17,10.0,3.83,2.99,1.15,29.32,11.24
2015/12,(주)풀무원,17810,-25.78,-63.07,5456.0,195.43,2.14,54.0,20.06,3.52,1.31,17.25,6.4
2016/12,(주)풀무원,17810,-4.02,-8.49,4993.0,189.81,1.87,96.39,54.41,2.68,1.51,28.44,16.05
2017/12,(주)풀무원,17810,40.92,107.08,10339.0,193.49,2.39,53.79,34.4,2.24,1.43,50.78,32.48
2018/12,(주)풀무원,17810,-24.73,-39.18,5913.0,176.18,1.77,47.52,20.08,2.02,0.86,32.92,13.91
2019/12,(주)풀무원,17810,-24.04,-85.09,56.0,220.57,1.28,53.71,3.51,1.23,0.08,36.58,2.39
2020/12,(주)풀무원,17810,50.37,0.0,399.0,230.17,1.99,65.63,20.63,1.93,0.61,37.77,11.87
2021/12,(주)풀무원,17810,-16.22,-17.95,325.0,233.91,1.53,59.32,36.07,2.15,1.31,32.92,20.02
2022/12,(주)풀무원,17810,-31.63,0.0,-724.0,274.87,0.93,97.77,51.72,1.64,0.87,23.7,12.54
2008/12,(주)풍산,103140,,,,,,,,,,,
2009/12,(주)풍산,103140,0.0,0.0,5336.0,158.74,8.3,4.95,1.38,0.9,0.25,0.0,0.0
2010/12,(주)풍산,103140,35.69,2.29,5460.0,165.59,8.91,11.15,4.02,1.66,0.6,27.45,9.89
2011/12,(주)풍산,103140,-48.84,-73.4,1452.0,178.48,4.28,20.58,8.74,1.62,0.69,26.05,11.06
2012/12,(주)풍산,103140,3.57,51.44,2199.0,172.2,4.41,11.97,7.48,1.06,0.66,6.49,4.06
2013/12,(주)풍산,103140,4.15,-1.99,2156.0,170.47,4.4,11.45,7.13,0.95,0.59,9.34,5.82
2014/12,(주)풍산,103140,-4.15,21.89,2628.0,172.72,4.25,10.11,7.24,0.87,0.62,89.54,64.13
2015/12,(주)풍산,103140,-12.96,-29.92,1841.0,138.57,3.94,11.56,8.03,0.78,0.54,2.88,2.0
2016/12,(주)풍산,103140,96.12,166.76,4912.0,119.86,7.69,9.21,4.58,1.06,0.53,7.03,3.49
2017/12,(주)풍산,103140,10.68,9.42,5375.0,108.5,8.19,11.11,6.99,1.31,0.82,15.56,9.79
2018/12,(주)풍산,103140,-55.41,-58.83,2213.0,93.44,3.87,23.91,10.24,1.1,0.47,19.1,8.18
2019/12,(주)풍산,103140,-61.73,-71.58,629.0,85.18,1.68,61.38,37.09,0.69,0.41,5.16,3.12
2020/12,(주)풍산,103140,194.61,308.08,2567.0,76.44,4.67,11.2,5.08,0.59,0.27,12.36,5.61
2021/12,(주)풍산,103140,159.16,238.43,8686.0,86.77,8.95,5.75,3.2,0.85,0.47,0.0,0.0
2022/12,(주)풍산,103140,-26.27,-28.02,6395.0,84.3,5.3,5.75,3.72,0.56,0.36,13.81,8.94
2007/12,(주)풍산홀딩스,5810,0.0,0.0,-358.0,117.94,3.3,0.0,0.0,1.12,0.62,16.42,9.03
2008/12,(주)풍산홀딩스,5810,-25.78,0.0,562.0,197.21,2.28,15.82,4.08,1.46,0.38,0.0,0.0
2009/12,(주)풍산홀딩스,5810,169.74,0.0,8644.0,149.32,7.36,3.32,1.2,0.54,0.2,0.0,0.0
2010/12,(주)풍산홀딩스,5810,-65.09,-15.22,7467.0,24.05,16.88,49.95,17.32,1.08,0.37,44.04,15.27
2011/12,(주)풍산홀딩스,5810,-3.36,-5.47,7254.0,21.79,28.63,9.68,5.02,0.9,0.47,23.87,12.38
2012/12,(주)풍산홀딩스,5810,-31.61,-20.83,5760.0,19.81,17.16,13.82,9.58,0.57,0.39,34.92,24.21
2013/12,(주)풍산홀딩스,5810,-1.68,-5.96,5417.0,20.86,13.98,15.4,11.36,0.59,0.43,13.2,9.74
2014/12,(주)풍산홀딩스,5810,9.66,25.98,6824.0,21.5,15.56,17.64,9.42,0.94,0.5,33.33,17.8
2015/12,(주)풍산홀딩스,5810,-16.23,-19.64,5484.0,19.05,13.08,28.5,21.46,0.92,0.69,0.0,0.0
2016/12,(주)풍산홀딩스,5810,86.87,70.97,9377.0,18.54,22.35,27.55,20.15,0.93,0.68,28.81,21.08
2017/12,(주)풍산홀딩스,5810,10.68,10.11,10325.0,19.8,23.39,34.72,26.02,1.11,0.83,52.86,39.62
2018/12,(주)풍산홀딩스,5810,-50.37,-47.76,5394.0,23.26,11.94,29.74,18.41,1.01,0.62,0.0,0.0
2019/12,(주)풍산홀딩스,5810,-70.47,-31.47,3696.0,29.95,4.08,48.59,37.05,0.8,0.61,0.0,0.0
2020/12,(주)풍산홀딩스,5810,-12.8,-42.82,2113.0,33.99,3.54,74.11,42.82,0.65,0.37,35.81,20.69
2021/12,(주)풍산홀딩스,5810,0.0,0.0,17743.0,17.37,19.85,60.52,27.5,1.24,0.56,1045.85,475.19
2022/12,(주)풍산홀딩스,5810,-17.21,-57.67,7614.0,18.48,20.68,19.47,14.68,0.81,0.61,33.8,25.48
2007/12,(주)플레이그램,9810,0.0,0.0,-142.0,16.73,-21.97,0.0,0.0,2.35,0.16,0.0,0.0
2008/12,(주)플레이그램,9810,0.0,0.0,-300.0,8.42,-12.35,0.0,0.0,0.98,0.34,20.61,7.23
2009/12,(주)플레이그램,9810,0.0,0.0,-168.0,15.13,-9.7,0.0,0.0,0.71,0.4,0.0,0.0
2010/12,(주)플레이그램,9810,0.0,0.0,245.0,6.22,28.58,6.62,2.55,0.89,0.34,0.0,0.0
2011/12,(주)플레이그램,9810,0.0,0.0,-29.0,5.15,16.67,0.0,0.0,0.58,0.25,0.0,0.0
2012/12,(주)플레이그램,9810,0.0,0.0,-269.0,2.82,-7.58,0.0,0.0,0.7,0.35,112.08,55.48
2013/12,(주)플레이그램,9810,0.0,0.0,0.0,5.0,-23.3,0.0,0.0,0.7,0.41,0.0,0.0
2014/12,(주)플레이그램,9810,0.0,0.0,-373.0,24.81,-18.72,0.0,0.0,1.38,0.49,10.16,3.59
2015/12,(주)플레이그램,9810,0.0,0.0,65.0,15.89,-2.06,26.51,7.52,2.35,0.67,0.0,0.0
2016/12,(주)플레이그램,9810,0.0,-181.06,-41.0,28.76,-11.97,0.0,0.0,1.34,0.56,0.0,0.0
2017/12,(주)플레이그램,9810,0.0,0.0,-115.0,31.89,-9.76,0.0,0.0,1.52,0.63,10.92,4.55
2018/12,(주)플레이그램,9810,0.0,0.0,-184.0,6.02,-18.06,0.0,0.0,2.3,0.76,57.14,18.8
2019/12,(주)플레이그램,9810,0.0,0.0,-40.0,3.29,-15.55,0.0,0.0,3.2,1.14,452.48,161.53
2020/12,(주)플레이그램,9810,0.0,0.0,0.0,11.1,-7.07,72.78,19.77,1.49,0.4,19.83,5.39
2021/12,(주)플레이그램,9810,0.0,0.0,-221.0,150.39,-3.7,0.0,0.0,4.31,0.72,0.0,0.0
2022/12,(주)플레이그램,9810,0.0,0.0,14.0,65.43,-5.23,138.04,36.33,3.56,0.94,0.0,0.0
2007/12,(주)하나투어,39130,0.0,0.0,2352.0,85.43,18.02,0.0,0.0,0.0,0.0,0.0,0.0
2008/12,(주)하나투어,39130,0.0,0.0,445.0,69.92,7.62,0.0,0.0,0.0,0.0,0.0,0.0
2009/12,(주)하나투어,39130,0.0,0.0,-474.0,95.5,-1.94,0.0,0.0,0.0,0.0,0.0,0.0
2010/12,(주)하나투어,39130,0.0,0.0,2242.0,118.18,12.26,0.0,0.0,0.0,0.0,0.0,0.0
2011/12,(주)하나투어,39130,-23.59,-14.72,1930.0,125.3,9.02,23.07,18.42,4.52,3.61,9.43,7.53
2012/12,(주)하나투어,39130,63.85,67.72,3198.0,96.03,12.86,26.75,11.81,5.8,2.56,21.24,9.37
2013/12,(주)하나투어,39130,1.94,-3.82,2989.0,95.45,11.44,28.93,20.52,5.94,4.21,36.6,25.95
2014/12,(주)하나투어,39130,0.21,-1.53,2978.0,132.66,10.49,33.58,25.32,6.44,4.85,10.12,7.63
2015/12,(주)하나투어,39130,10.64,-5.08,2877.0,132.11,9.74,82.96,31.08,14.72,5.51,69.04,25.87
2016/12,(주)하나투어,39130,-53.22,-74.68,727.0,145.31,3.51,140.68,74.01,8.58,4.51,28.59,15.04
2017/12,(주)하나투어,39130,95.06,61.34,1172.0,150.44,5.98,52.02,27.91,8.16,4.38,26.53,14.24
2018/12,(주)하나투어,39130,-39.09,-32.52,791.0,198.53,3.0,110.99,48.47,9.2,4.02,71.27,31.12
2019/12,(주)하나투어,39130,-76.13,-191.75,-725.0,362.44,0.78,0.0,0.0,9.23,4.62,0.0,0.0
2020/12,(주)하나투어,39130,0.0,0.0,-13210.0,461.2,-104.83,0.0,0.0,6.98,2.98,0.0,0.0
2021/12,(주)하나투어,39130,0.0,0.0,-3285.0,645.54,-316.19,0.0,0.0,14.33,8.39,0.0,0.0
2022/12,(주)하나투어,39130,0.0,0.0,-4618.0,356.79,-88.01,0.0,0.0,10.44,5.4,0.0,0.0
2016/12,(주)하이브,352820,,,,,,,,,,,
2017/12,(주)하이브,352820,,,,,,,,,,,
2018/12,(주)하이브,352820,,,,,,,,,,,
2019/12,(주)하이브,352820,0.0,0.0,47219.0,109.19,16.82,0.0,0.0,0.0,0.0,0.0,0.0
2020/12,(주)하이브,352820,47.37,16.12,2986.0,60.51,18.27,10.56,4.24,0.51,0.21,7.7,3.09
2021/12,(주)하이브,352820,30.74,59.59,3625.0,63.82,15.15,1408.02,501.08,5.99,2.13,642.49,228.64
2022/12,(주)하이브,352820,24.53,-61.75,1265.0,66.3,13.34,295.33,87.66,6.15,1.82,99.48,29.53
2007/12,(주)하이스틸,71090,0.0,0.0,1019.0,29.81,3.49,23.52,13.99,0.52,0.31,6.2,3.69
2008/12,(주)하이스틸,71090,412.13,67.4,1706.0,109.97,11.94,25.75,6.51,0.94,0.24,0.0,0.0
2009/12,(주)하이스틸,71090,0.0,0.0,-3193.0,79.32,-3.11,0.0,0.0,0.25,0.13,1.29,0.66
2010/12,(주)하이스틸,71090,0.0,0.0,-1878.0,91.31,2.76,0.0,0.0,0.39,0.13,0.0,0.0
2011/12,(주)하이스틸,71090,116.55,0.0,1370.0,111.85,3.78,46.54,11.1,0.71,0.17,0.0,0.0
2012/12,(주)하이스틸,71090,-24.59,11.77,1445.0,85.54,2.2,41.43,14.38,0.64,0.22,5.69,1.97
2013/12,(주)하이스틸,71090,-99.63,0.0,-1252.0,88.8,0.01,0.0,0.0,0.5,0.27,12.62,6.8
2014/12,(주)하이스틸,71090,14553.18,0.0,-239.0,89.36,1.61,0.0,0.0,0.34,0.23,7.56,5.08
2015/12,(주)하이스틸,71090,0.0,0.0,-4238.0,86.08,-5.39,0.0,0.0,0.53,0.25,4.8,2.29
2016/12,(주)하이스틸,71090,0.0,0.0,1950.0,92.91,4.75,14.36,7.54,0.45,0.23,8.58,4.51
2017/12,(주)하이스틸,71090,0.0,0.0,4187.0,80.24,5.17,6.44,4.58,0.4,0.29,0.0,0.0
2018/12,(주)하이스틸,71090,-147.53,-185.55,-3582.0,81.47,-3.05,0.0,0.0,1.0,0.32,9.41,3.04
2019/12,(주)하이스틸,71090,0.0,0.0,16.0,83.55,0.52,0.0,0.0,0.53,0.23,0.0,0.0
2020/12,(주)하이스틸,71090,-73.79,-4092.02,-630.0,90.14,0.18,0.0,0.0,0.34,0.16,10.99,5.18
2021/12,(주)하이스틸,71090,0.0,0.0,576.0,88.43,6.47,38.87,3.06,4.4,0.35,705.62,55.6
2022/12,(주)하이스틸,71090,15.25,-0.01,574.0,96.34,5.33,20.96,6.94,1.07,0.35,0.0,0.0
2007/12,(주)하이트론씨스템즈,19490,0.0,0.0,55.0,84.61,0.94,109.77,74.17,0.52,0.35,22.68,15.33
2008/12,(주)하이트론씨스템즈,19490,265.59,2222.51,1286.0,80.41,3.14,4.33,2.16,0.43,0.22,4.51,2.25
2009/12,(주)하이트론씨스템즈,19490,0.0,0.0,-108.0,59.01,-0.54,0.0,0.0,0.74,0.26,9.3,3.23
2010/12,(주)하이트론씨스템즈,19490,0.0,0.0,-838.0,63.56,-2.57,0.0,0.0,0.48,0.35,11.87,8.53
2011/12,(주)하이트론씨스템즈,19490,0.0,0.0,-230.0,64.05,-1.42,0.0,0.0,0.92,0.4,19.18,8.26
2012/12,(주)하이트론씨스템즈,19490,0.0,0.0,52.0,52.49,-1.82,283.83,163.61,0.79,0.45,5.17,2.98
2013/12,(주)하이트론씨스템즈,19490,0.0,0.0,-1436.0,45.61,-5.92,0.0,0.0,1.3,0.56,0.0,0.0
2014/12,(주)하이트론씨스템즈,19490,0.0,0.0,-1412.0,40.66,-7.58,0.0,0.0,0.89,0.59,0.0,0.0
2015/12,(주)하이트론씨스템즈,19490,0.0,0.0,-1326.0,41.74,-10.75,0.0,0.0,1.41,0.64,0.0,0.0
2016/12,(주)하이트론씨스템즈,19490,0.0,0.0,654.0,44.6,-19.47,15.7,5.52,1.6,0.56,0.0,0.0
2017/12,(주)하이트론씨스템즈,19490,0.0,-477.4,-2423.0,77.12,-30.37,0.0,0.0,1.1,0.65,0.0,0.0
2018/12,(주)하이트론씨스템즈,19490,0.0,0.0,150.0,86.76,-2.4,37.92,23.95,0.82,0.52,0.0,0.0
2019/12,(주)하이트론씨스템즈,19490,0.0,-2585.65,-3602.0,225.08,-44.05,0.0,0.0,1.55,0.98,0.0,0.0
2020/12,(주)하이트론씨스템즈,19490,0.0,0.0,-3598.0,327.34,-71.18,0.0,0.0,1.92,0.55,0.0,0.0
2021/12,(주)하이트론씨스템즈,19490,0.0,0.0,-1393.0,129.0,-54.41,0.0,0.0,4.38,1.04,0.0,0.0
2022/12,(주)하이트론씨스템즈,19490,0.0,0.0,-802.0,29.71,-83.0,0.0,0.0,3.34,0.0,4.55,0.0
2003/03,(주)한국전자홀딩스,6200,,,,,,,,,,,
2007/12,(주)한국전자홀딩스,6200,0.0,0.0,29.0,119.59,0.25,35.42,17.64,0.51,0.26,27.68,13.79
2008/12,(주)한국전자홀딩스,6200,0.0,101.97,42.0,125.6,-1.61,30.81,8.19,0.42,0.11,24.87,6.61
2009/12,(주)한국전자홀딩스,6200,0.0,1339.61,601.0,85.68,-1.57,3.5,1.24,0.33,0.12,23.49,8.34
2010/12,(주)한국전자홀딩스,6200,0.0,0.0,-290.0,44.83,1.28,6.15,3.55,0.38,0.22,18.47,10.67
2011/12,(주)한국전자홀딩스,6200,0.0,0.0,-588.0,70.6,-0.13,15.29,6.4,0.34,0.14,24.18,10.11
2012/12,(주)한국전자홀딩스,6200,0.0,0.0,-1496.0,84.85,-7.31,0.0,0.0,0.4,0.16,19.05,7.41
2013/12,(주)한국전자홀딩스,6200,0.0,0.0,-329.0,93.2,-1.74,88.02,35.21,0.29,0.12,26.62,10.65
2014/12,(주)한국전자홀딩스,6200,0.0,0.0,46.0,64.36,-0.18,27.35,12.54,0.3,0.14,33.72,15.46
2015/12,(주)한국전자홀딩스,6200,0.0,0.0,-216.0,81.67,-0.97,37.04,17.29,0.46,0.21,48.34,22.57
2016/12,(주)한국전자홀딩스,6200,0.0,0.0,-293.0,52.85,-1.55,0.0,0.0,0.47,0.28,36.5,21.49
2017/12,(주)한국전자홀딩스,6200,0.0,0.0,101.0,54.18,2.43,25.68,15.9,0.42,0.26,0.0,0.0
2018/12,(주)한국전자홀딩스,6200,-48.23,-105.3,-5.0,47.98,1.38,0.0,0.0,0.38,0.22,29.49,17.41
2019/12,(주)한국전자홀딩스,6200,-474.36,0.0,-284.0,60.94,-5.58,0.0,0.0,0.38,0.2,45.3,24.25
2020/12,(주)한국전자홀딩스,6200,0.0,0.0,-128.0,98.67,-0.09,0.0,0.0,0.48,0.15,58.93,18.19
2021/12,(주)한국전자홀딩스,6200,0.0,0.0,531.0,49.61,11.63,6.9,2.15,0.98,0.3,168.9,52.71
2022/12,(주)한국전자홀딩스,6200,-22.02,-30.45,369.0,35.84,9.27,7.97,3.38,0.75,0.32,216.73,91.8
2007/12,(주)한국종합기술,23350,0.0,0.0,8021.0,48.66,5.07,0.0,0.0,0.0,0.0,0.0,0.0
2008/12,(주)한국종합기술,23350,-1.18,10.86,8892.0,51.59,4.53,0.0,0.0,0.0,0.0,0.0,0.0
2009/12,(주)한국종합기술,23350,13.15,8.49,9647.0,96.4,4.21,0.0,0.0,0.0,0.0,0.0,0.0
2010/12,(주)한국종합기술,23350,65.3,33.38,1287.0,63.71,6.04,0.0,0.0,0.0,0.0,0.0,0.0
2011/12,(주)한국종합기술,23350,-32.86,-35.21,778.0,58.48,5.11,13.27,4.8,0.97,0.35,9.91,3.58
2012/12,(주)한국종합기술,23350,-44.89,-84.01,121.0,55.78,2.77,78.57,32.56,0.91,0.38,43.57,18.06
2013/12,(주)한국종합기술,23350,0.79,310.49,495.0,68.95,2.95,16.07,9.26,0.74,0.42,41.0,23.62
2014/12,(주)한국종합기술,23350,-13.87,-46.5,265.0,83.81,2.65,29.73,17.38,0.73,0.43,0.0,0.0
2015/12,(주)한국종합기술,23350,-19.34,-59.25,108.0,85.88,1.91,73.7,41.72,0.74,0.42,202.28,114.5
2016/12,(주)한국종합기술,23350,20.72,159.36,280.0,98.07,2.13,25.27,17.01,0.66,0.44,45.73,30.79
2017/12,(주)한국종합기술,23350,0.0,0.0,-714.0,101.78,-3.63,0.0,0.0,1.28,0.49,0.0,0.0
2018/12,(주)한국종합기술,23350,0.0,0.0,-606.0,124.24,-3.27,0.0,0.0,1.07,0.36,26.78,8.92
2019/12,(주)한국종합기술,23350,0.0,0.0,-325.0,188.79,-0.96,0.0,0.0,0.91,0.39,3.32,1.42
2020/12,(주)한국종합기술,23350,0.0,0.0,591.0,141.52,1.59,8.73,4.57,0.42,0.22,1.66,0.87
2021/12,(주)한국종합기술,23350,55.91,70.57,1061.0,138.52,2.67,12.4,4.81,0.99,0.38,9.22,3.58
2022/12,(주)한국종합기술,23350,-24.18,-65.58,365.0,123.59,1.91,30.84,16.0,0.81,0.42,0.0,0.0
2007/12,(주)한국카본,17960,0.0,0.0,760.0,35.17,14.4,16.87,8.4,3.05,1.52,25.24,12.57
2008/12,(주)한국카본,17960,44.32,68.16,1289.0,20.67,19.03,6.38,1.85,1.64,0.48,4.31,1.25
2009/12,(주)한국카본,17960,-27.26,-37.1,824.0,15.28,16.78,13.54,5.85,1.93,0.83,11.7,5.05
2010/12,(주)한국카본,17960,0.0,0.0,240.0,21.56,4.3,35.83,23.4,1.4,0.92,7.79,5.09
2011/12,(주)한국카본,17960,-13.59,-5.71,224.0,49.03,4.06,40.08,18.71,1.27,0.59,0.0,0.0
2012/12,(주)한국카본,17960,113.45,-6.03,203.0,29.61,6.96,35.9,19.68,1.53,0.84,0.0,0.0
2013/12,(주)한국카본,17960,131.31,162.26,418.0,26.87,10.91,14.44,9.37,1.49,0.97,5.58,3.62
2014/12,(주)한국카본,17960,-11.5,33.11,520.0,21.63,10.06,16.56,9.35,1.26,0.71,18.05,10.19
2015/12,(주)한국카본,17960,9.78,15.0,578.0,23.25,10.53,18.62,10.66,1.31,0.75,228.07,130.61
2016/12,(주)한국카본,17960,5.33,-27.41,402.0,23.24,10.44,20.73,14.9,1.05,0.76,5.62,4.04
2017/12,(주)한국카본,17960,-81.87,-95.48,18.0,18.08,2.04,565.49,405.95,1.0,0.71,0.0,0.0
2018/12,(주)한국카본,17960,26.64,-500.28,-73.0,18.57,2.72,0.0,0.0,1.15,0.75,8.28,5.43
2019/12,(주)한국카본,17960,309.59,0.0,431.0,27.14,9.25,19.02,12.73,1.29,0.86,257.63,172.4
2020/12,(주)한국카본,17960,199.48,224.15,1377.0,25.7,18.4,10.85,3.02,1.62,0.45,9.07,2.53
2021/12,(주)한국카본,17960,-56.78,-74.99,334.0,28.11,8.9,43.48,26.83,1.64,1.01,22.33,13.78
2022/12,(주)한국카본,17960,-24.24,41.2,0.0,44.82,6.72,327.52,201.16,1.81,1.11,386.2,237.2
2007/12,(주)한국특강,7280,0.0,0.0,7471.0,171.5,4.61,10.11,4.02,0.81,0.32,0.0,0.0
2008/12,(주)한국특강,7280,13.53,3.97,7767.0,245.73,3.34,21.18,5.7,1.08,0.29,0.0,0.0
2009/12,(주)한국특강,7280,0.0,0.0,-12644.0,307.89,-1.89,0.0,0.0,0.54,0.31,0.0,0.0
2010/12,(주)한국특강,7280,0.0,0.0,-8132.0,397.36,1.69,0.0,0.0,0.58,0.35,1.1,0.66
2011/12,(주)한국특강,7280,103.22,0.0,3566.0,396.18,2.97,24.62,11.26,0.76,0.35,1.89,0.86
2012/12,(주)한국특강,7280,-58.74,-2.84,3465.0,361.18,1.31,15.73,10.39,0.46,0.3,0.0,0.0
2013/12,(주)한국특강,7280,-99.28,0.0,-11047.0,397.47,0.01,0.0,0.0,0.38,0.31,0.82,0.67
2014/12,(주)한국특강,7280,2549.91,0.0,-20182.0,465.83,0.37,0.0,0.0,0.43,0.27,0.0,0.0
2015/12,(주)한국특강,7280,0.0,0.0,-5472.0,873.61,-7.01,0.0,0.0,0.92,0.03,0.47,0.02
2016/12,(주)한국특강,7280,0.0,0.0,324.0,504.27,-1.98,9.33,2.88,0.65,0.2,5.53,1.7
2017/12,(주)한국특강,7280,0.0,185.52,643.0,456.78,2.46,5.21,2.49,0.99,0.47,74.58,35.68
2018/12,(주)한국특강,7280,-46.65,0.0,-309.0,260.95,1.24,0.0,0.0,1.24,0.36,5.29,1.55
2019/12,(주)한국특강,7280,0.0,0.0,-690.0,364.76,-2.11,0.0,0.0,1.21,0.59,24.93,12.02
2020/12,(주)한국특강,7280,0.0,0.0,95.0,247.5,1.75,22.57,6.89,0.82,0.25,2.14,0.65
2021/12,(주)한국특강,7280,449.48,917.26,691.0,223.06,5.79,6.92,2.48,1.82,0.65,65.29,23.36
2022/12,(주)한국특강,7280,-23.27,9.35,687.0,173.2,3.86,5.87,2.76,1.18,0.55,17.41,8.19
2007/12,(주)한국화장품제조,3350,0.0,0.0,-408.0,19.91,-16.26,0.0,0.0,0.85,0.38,0.0,0.0
2008/12,(주)한국화장품제조,3350,0.0,0.0,-218.0,17.71,-9.99,0.0,0.0,0.83,0.26,3.66,1.13
2009/12,(주)한국화장품제조,3350,0.0,0.0,-377.0,16.04,-7.8,0.0,0.0,0.76,0.41,0.0,0.0
2010/12,(주)한국화장품제조,3350,0.0,0.0,-532.0,19.9,-3.09,0.0,0.0,1.61,0.29,0.0,0.0
2011/12,(주)한국화장품제조,3350,0.0,0.0,-1706.0,28.44,-11.29,0.0,0.0,0.92,0.38,0.0,0.0
2012/12,(주)한국화장품제조,3350,0.0,0.0,-1732.0,36.43,-1.97,0.0,0.0,1.38,0.55,0.0,0.0
2013/12,(주)한국화장품제조,3350,0.0,0.0,-647.0,58.76,-0.3,0.0,0.0,0.95,0.54,0.0,0.0
2014/12,(주)한국화장품제조,3350,0.0,0.0,2154.0,41.5,5.64,9.17,1.8,2.17,0.43,0.0,0.0
2015/12,(주)한국화장품제조,3350,142.07,-74.57,548.0,44.52,10.65,146.34,17.83,8.4,1.02,40.36,4.92
2016/12,(주)한국화장품제조,3350,29.93,384.4,2653.0,51.39,9.69,20.9,11.88,4.62,2.63,18.21,10.35
2017/12,(주)한국화장품제조,3350,-53.8,-53.93,1222.0,47.07,4.33,62.2,20.46,5.9,1.94,0.0,0.0
2018/12,(주)한국화장품제조,3350,64.29,-25.1,915.0,42.73,5.41,76.89,39.33,5.16,2.64,146.53,74.96
2019/12,(주)한국화장품제조,3350,-72.6,0.0,-411.0,75.28,1.71,0.0,0.0,3.98,1.82,34.98,16.03
2020/12,(주)한국화장품제조,3350,0.0,0.0,-1109.0,75.42,-3.51,0.0,0.0,5.2,2.09,0.0,0.0
2021/12,(주)한국화장품제조,3350,0.0,0.0,-332.0,78.06,-1.14,0.0,0.0,4.35,2.6,14.23,8.5
2022/12,(주)한국화장품제조,3350,0.0,0.0,1113.0,74.98,4.16,44.95,19.61,4.08,1.78,28.72,12.53
2007/12,(주)한농화성,11500,0.0,0.0,3381.0,119.58,7.35,6.72,4.56,0.99,0.67,23.06,15.64
2008/12,(주)한농화성,11500,3.22,9.78,382.0,89.32,6.53,66.02,3.66,9.55,0.53,34.01,1.89
2009/12,(주)한농화성,11500,79.27,119.08,838.0,92.19,9.37,5.6,2.0,1.39,0.5,4.5,1.61
2010/12,(주)한농화성,11500,5.61,5.89,810.0,80.32,7.97,6.28,4.19,1.35,0.9,6.56,4.38
2011/12,(주)한농화성,11500,-17.45,-27.27,589.0,78.07,5.87,7.16,5.04,0.99,0.7,22.64,15.92
2012/12,(주)한농화성,11500,-19.3,-3.15,571.0,74.22,4.63,7.05,4.3,0.86,0.52,5.97,3.64
2013/12,(주)한농화성,11500,-16.82,-10.71,510.0,62.06,3.63,11.35,6.35,1.13,0.63,4.69,2.62
2014/12,(주)한농화성,11500,0.13,-0.19,509.0,71.4,3.74,11.25,7.13,1.03,0.65,36.33,23.03
2015/12,(주)한농화성,11500,-0.21,8.96,554.0,49.4,4.05,9.01,6.32,0.83,0.58,3.37,2.37
2016/12,(주)한농화성,11500,0.77,3.39,573.0,54.72,4.0,13.45,6.31,1.19,0.56,11.93,5.59
2017/12,(주)한농화성,11500,-3.07,-0.67,569.0,52.41,3.36,12.09,6.59,1.0,0.54,36.01,19.64
2018/12,(주)한농화성,11500,-28.67,-32.57,384.0,44.54,2.54,20.43,8.84,1.09,0.47,12.41,5.37
2019/12,(주)한농화성,11500,110.89,69.94,652.0,35.82,5.84,7.29,5.48,0.62,0.47,3.85,2.9
2020/12,(주)한농화성,11500,15.06,30.14,849.0,30.97,6.6,12.7,3.61,1.29,0.37,7.46,2.12
2021/12,(주)한농화성,11500,42.14,51.67,1288.0,46.89,7.27,20.64,7.12,2.83,0.98,0.0,0.0
2022/12,(주)한농화성,11500,-76.74,-56.48,561.0,47.73,1.9,35.39,17.88,2.02,1.02,17.33,8.75
2007/12,(주)한독,2390,0.0,0.0,1653.0,53.8,11.75,16.46,8.47,1.78,0.92,9.74,5.01
2008/12,(주)한독,2390,-18.9,-64.4,588.0,56.28,9.11,37.05,15.29,1.41,0.58,0.0,0.0
2009/12,(주)한독,2390,-22.57,163.77,1552.0,53.65,6.61,15.72,6.93,1.46,0.64,11.7,5.15
2010/12,(주)한독,2390,0.0,0.0,1794.0,46.78,9.07,9.34,6.97,0.79,0.59,16.96,12.66
2011/12,(주)한독,2390,-27.21,-20.34,1429.0,46.66,6.37,11.44,8.15,0.74,0.53,3.93,2.8
2012/12,(주)한독,2390,-59.47,-65.2,497.0,51.92,2.73,67.67,20.51,1.48,0.45,32.05,9.72
2013/12,(주)한독,2390,-13.21,113.4,1061.0,60.91,2.28,18.33,9.8,1.06,0.57,31.45,16.82
2014/12,(주)한독,2390,38.2,-90.78,121.0,67.49,2.96,232.94,132.87,1.24,0.71,9.12,5.2
2015/12,(주)한독,2390,0.0,0.0,-136.0,74.7,1.74,259.23,108.3,1.96,0.82,36.86,15.4
2016/12,(주)한독,2390,-41.49,0.0,-518.0,115.33,0.92,139.8,71.1,1.91,0.97,0.0,0.0
2017/12,(주)한독,2390,-151.39,0.0,391.0,119.92,-0.45,26.47,16.6,1.46,0.92,46.83,29.38
2018/12,(주)한독,2390,0.0,64.11,590.0,108.25,4.94,29.86,14.33,1.8,0.86,19.5,9.36
2019/12,(주)한독,2390,24.39,337.18,2544.0,117.64,5.81,41.19,23.91,1.39,0.81,50.37,29.24
2020/12,(주)한독,2390,3.31,-22.82,1958.0,114.46,5.63,70.13,24.37,1.8,0.63,25.39,8.82
